RIC,Sector,Name,SMA50-SMA200,SMA20-SMA50,Volume-VWAP,Close-VWAP,Last,HighNav,Fibo618,Fibo50,Fibo382,LowNav,PctfromPriceLowfromDate,Pctfrom52WkLow,52WkLow,1W%,1M%,Correlation Data,Rev Growth,% ROE,Volume5D30D,ImpVol30D,TargetPx,20SMA,200SMA
GOOGL.OQ,Communication Services,Alphabet Inc,12.27,9.04,9066571.00,198.71,198.37,198.37,172.79,164.89,156.98,131.40,137.77,51.82,13066.50,1.44,3.64,0.60,8.68,32.51,-9.25,31.62,212.42,193.61,172.29
GPC.N,Consumer Discretionary,Genuine Parts Co,-15.15,-3.74,890018.00,117.40,117.66,163.38,144.18,138.25,132.31,113.11,4.02,4.36,11274.00,0.24,1.67,-0.62,4.50,24.50,48.05,17.42,132.18,117.06,135.95
GPN.N,Financials,Global Payments Inc,6.19,-3.12,389191.00,108.59,108.52,138.98,121.11,115.60,110.08,92.21,17.69,18.47,9160.00,-0.46,-3.13,0.45,7.56,6.03,24.38,22.26,133.38,110.56,107.49
GRMN.N,Consumer Discretionary,Garmin Ltd,33.34,-1.30,201235.00,216.28,216.20,220.77,182.08,170.13,158.18,119.49,175.52,81.45,11915.00,1.29,3.45,0.71,7.57,21.91,-16.70,16.13,194.19,210.51,178.47
GS.N,Financials,Goldman Sachs Group Inc,85.61,-2.71,840168.00,632.88,632.73,634.74,536.68,506.39,476.10,378.04,126.14,68.98,37443.00,4.42,11.77,0.79,16.95,11.88,44.82,28.52,637.21,586.43,503.54
GWW.N,Industrials,WW Grainger Inc,120.89,-58.28,67085.00,1122.93,1122.93,1220.93,1090.32,1049.98,1009.64,879.03,154.00,29.05,87015.00,2.70,2.74,0.80,8.21,55.48,72.86,17.31,1106.34,1079.48,1016.86
HAL.N,Energy,Halliburton Co,-3.08,-1.33,3883748.00,28.64,28.48,41.24,35.33,33.51,31.68,25.77,22.18,11.64,2551.00,-1.49,9.66,0.03,-0.32,25.14,14.37,30.05,35.87,27.69,32.10
HAS.OQ,Consumer Discretionary,Hasbro Inc,-2.22,-3.80,374072.00,57.38,57.25,72.94,63.67,60.81,57.94,48.67,33.51,24.19,4610.00,1.94,-0.57,-0.50,-14.57,-36.80,-25.61,22.49,75.94,56.93,62.94
HBAN.OQ,Financials,Huntington Bancshares Inc,2.24,-0.57,4602385.00,16.87,16.86,18.20,15.95,15.26,14.57,12.32,81.68,39.92,1205.00,-1.06,3.31,0.79,1.12,10.38,22.27,26.58,19.04,16.52,14.85
HCA.N,Health Care,HCA Healthcare Inc,-25.89,-13.46,506261.00,319.08,319.51,415.54,366.33,351.14,335.94,286.73,92.49,14.64,27871.00,4.33,5.23,-0.70,7.86,NULL,-12.53,21.27,390.01,305.37,344.72
HD.N,Consumer Discretionary,Home Depot Inc,33.70,-11.62,975268.00,410.84,410.10,431.37,390.77,378.24,365.70,325.10,53.84,26.65,32380.00,0.99,4.46,0.69,-3.01,404.93,9.58,21.96,435.65,395.56,373.48
HES.N,Energy,Hess Corp,-2.43,-2.37,757781.00,145.90,145.59,163.13,149.06,144.72,140.37,126.30,89.59,17.43,12398.00,-2.24,13.57,0.55,-7.18,27.14,38.63,23.39,169.14,138.89,143.69
HIG.N,Financials,Hartford Financial Services Group Inc,5.20,-4.22,544886.00,111.79,111.56,123.74,109.64,105.28,100.92,86.82,84.00,30.68,8537.00,0.30,1.91,-0.07,9.68,20.04,-7.18,20.92,128.82,109.88,108.90
HII.N,Industrials,Huntington Ingalls Industries Inc,-47.99,-1.02,155458.00,205.87,205.17,296.43,253.85,240.70,227.54,184.96,14.21,11.16,18458.00,3.26,7.73,-0.84,7.29,17.67,-13.06,23.61,224.26,193.63,242.64
HLT.N,Consumer Discretionary,Hilton Worldwide Holdings Inc,25.45,-2.90,415109.00,247.91,248.00,258.46,232.35,224.29,216.22,190.11,125.97,32.73,18685.00,1.67,-0.57,0.86,17.99,NULL,4.79,19.23,243.20,246.51,223.96
HOLX.OQ,Health Care,Hologic Inc,-2.41,-3.25,740436.00,71.06,71.19,83.72,78.00,76.24,74.47,68.75,16.76,3.76,6861.00,3.55,-0.64,-0.50,0.00,15.56,48.23,18.19,85.79,71.64,77.30
HON.OQ,Industrials,Honeywell International Inc,15.99,-2.60,1063600.00,223.22,223.09,236.00,218.57,213.18,207.79,190.36,33.61,17.58,18973.00,1.62,-2.29,0.75,3.37,32.81,-0.30,18.66,245.41,224.08,210.68
HPE.N,Information Technology,Hewlett Packard Enterprise Co,2.17,0.38,3798326.00,24.40,24.42,24.42,20.77,19.64,18.51,14.86,103.84,68.76,1447.00,4.81,13.00,0.73,3.40,11.10,-9.62,45.23,24.45,22.34,19.79
HPQ.N,Information Technology,HP Inc,0.58,-1.89,1635262.00,33.14,33.13,39.30,34.84,33.46,32.08,27.62,34.18,20.78,2743.00,1.04,0.58,0.05,-0.30,NULL,-9.34,23.13,36.42,33.02,34.32
HRL.N,Consumer Staples,Hormel Foods Corp,-0.85,-0.41,776044.00,30.40,30.35,36.77,33.69,32.75,31.80,28.72,5.68,6.45,2851.00,2.53,-4.20,-0.23,-1.56,10.24,1.71,19.32,32.17,30.80,32.06
HSIC.OQ,Health Care,Henry Schein Inc,1.78,-1.37,339557.00,74.71,74.78,80.57,74.21,72.25,70.28,63.92,20.83,17.41,6369.00,5.10,7.10,0.45,-2.44,8.78,-17.32,26.25,75.73,70.93,70.52
HST.OQ,Real Estate,Host Hotels & Resorts Inc,0.04,-0.41,3888818.00,17.29,17.29,21.03,19.04,18.43,17.82,15.83,18.48,10.68,1562.16,-0.17,-4.46,0.38,8.23,10.62,-17.97,24.63,20.75,17.44,17.81
HSY.N,Consumer Staples,Hershey Co,-15.55,-8.56,389706.00,151.36,151.12,209.51,187.21,180.32,173.42,151.12,0.00,0.52,15034.00,-0.42,-11.24,-0.67,7.16,43.41,-17.14,41.79,174.75,162.81,186.92
HUBB.N,Industrials,Hubbell Inc,35.32,-13.88,190705.00,459.54,456.86,472.12,418.81,402.34,385.87,332.56,166.65,39.76,32688.00,6.51,7.04,0.70,8.59,25.20,13.65,26.11,466.53,430.65,409.21
HUM.N,Health Care,Humana Inc,-42.32,-8.23,225503.00,284.14,284.92,404.52,339.34,319.21,299.07,233.89,21.82,33.57,21331.00,1.94,15.31,-0.58,14.54,7.88,-23.49,47.60,292.19,266.97,317.52
HWM.N,Industrials,Howmet Aerospace Inc,21.13,0.23,638052.00,126.82,126.71,127.16,99.89,91.47,83.05,55.78,313.54,130.13,5506.00,3.98,14.33,0.81,17.25,26.01,31.25,28.53,123.54,115.51,94.14
IBM.N,Information Technology,International Business Machines Corp,23.11,-0.49,1111672.00,222.89,223.26,238.04,209.92,201.24,192.55,164.43,89.90,37.26,16265.00,1.47,-0.04,0.48,2.20,28.63,-5.40,19.79,218.44,221.99,199.37
ICE.N,Financials,Intercontinental Exchange Inc,4.22,-4.71,1505910.00,153.89,154.17,166.90,151.40,146.62,141.83,126.33,71.26,23.99,12434.00,4.00,2.57,-0.44,8.93,9.22,24.60,17.97,181.00,148.74,149.23
IDXX.OQ,Health Care,IDEXX Laboratories Inc,-46.54,-4.52,171004.00,431.00,430.59,576.87,511.95,491.90,471.84,406.92,32.64,7.68,39989.00,1.81,4.45,-0.74,8.72,59.42,12.19,25.90,489.78,419.92,470.98
IEX.N,Industrials,IDEX Corp,8.68,-9.29,100826.00,219.93,219.99,245.87,224.74,218.22,211.69,190.56,27.12,15.80,18997.00,2.55,3.58,0.75,2.89,13.61,-19.66,20.87,236.52,211.73,212.34
IFF.N,Materials,International Flavors & Fragrances Inc,-7.53,-3.10,406685.00,85.52,85.49,106.07,93.52,89.64,85.76,73.21,36.09,17.16,7297.00,1.57,-0.29,-0.69,-7.73,-14.60,-15.23,12.81,103.81,83.94,94.57
INCY.OQ,Health Care,Incyte Corp,8.23,-1.84,545372.00,72.51,72.41,83.38,71.08,67.28,63.48,51.18,41.48,43.81,5035.00,-0.07,5.19,0.66,8.87,0.80,-27.61,30.13,78.78,70.99,64.61
INTC.OQ,Information Technology,Intel Corp,-4.20,-1.63,16124569.00,21.88,21.86,46.15,35.74,32.52,29.30,18.89,15.72,18.07,1851.50,10.85,11.99,0.24,-14.00,-15.85,36.01,42.04,24.63,20.17,26.00
INTU.OQ,Information Technology,Intuit Inc,15.20,-21.72,491497.00,611.86,611.68,706.25,651.52,634.61,617.70,562.97,73.13,9.67,55776.00,-1.57,-4.93,0.27,13.34,16.62,42.89,24.48,727.56,625.23,631.74
INVH.N,Real Estate,Invitation Homes Inc,-1.72,-1.27,794964.00,30.78,30.74,37.28,34.61,33.78,32.95,30.28,7.52,2.02,3013.00,0.79,-4.36,-0.68,8.68,4.36,1.06,18.94,36.81,31.42,34.40
IP.N,Materials,International Paper Co,8.54,-1.32,1307198.00,58.20,58.19,59.57,49.41,46.27,43.13,32.97,99.49,77.79,3273.00,4.55,6.87,0.80,-10.61,4.80,19.40,20.80,57.41,54.90,47.67
IPG.N,Communication Services,Interpublic Group of Companies Inc,-1.38,-0.93,884131.00,28.13,28.21,33.40,30.82,30.02,29.22,26.64,11.41,7.10,2634.00,1.55,-2.96,-0.59,-0.35,21.83,-41.84,21.64,33.57,27.93,30.24
IQV.N,Health Care,IQVIA Holdings Inc,-21.74,-1.15,567177.00,205.42,205.42,259.10,233.07,225.04,217.00,190.97,19.53,9.39,18778.50,4.75,4.13,-0.84,3.98,22.00,28.63,23.57,248.21,199.84,222.73
IR.N,Industrials,Ingersoll Rand Inc,3.13,-6.72,607491.00,94.24,94.23,105.35,95.61,92.61,89.60,79.86,136.46,19.85,7862.00,4.09,2.11,0.49,16.22,8.46,12.25,23.66,106.51,91.00,94.59
IRM.N,Real Estate,Iron Mountain Inc,9.15,-6.42,372537.00,110.16,109.98,128.14,104.79,97.58,90.37,67.02,160.37,66.13,6620.00,3.58,4.64,-0.05,7.38,5995.19,-14.84,33.96,122.38,105.33,102.60
ISRG.OQ,Health Care,Intuitive Surgical Inc,73.55,5.98,609868.00,610.66,610.45,610.45,517.20,488.40,459.59,366.34,233.47,68.51,36227.00,5.23,16.40,0.71,14.49,15.95,44.85,29.25,585.79,549.32,469.79
IT.N,Information Technology,Gartner Inc,28.39,-13.96,104104.00,524.76,524.82,551.80,498.62,482.20,465.77,412.59,134.22,27.58,41135.00,3.05,6.83,0.30,7.87,130.42,62.91,17.30,549.51,496.55,482.12
ITW.N,Industrials,Illinois Tool Works Inc,12.23,-10.71,295008.00,259.25,259.14,278.50,261.17,255.82,250.47,233.14,47.26,11.30,23284.00,2.10,0.12,0.68,1.10,108.07,-6.51,14.89,265.52,254.12,252.60
IVZ.N,Financials,Invesco Ltd,1.06,-0.36,1033636.00,17.41,17.42,18.63,16.93,16.40,15.87,14.17,39.14,23.02,1416.00,2.17,0.52,0.53,-6.52,-3.76,6.23,29.74,18.63,17.28,16.58
J.N,Industrials,Jacobs Solutions Inc,10.51,-2.09,181073.00,141.59,141.64,149.25,135.01,130.62,126.22,111.98,56.36,27.38,11119.88,3.98,4.34,0.63,5.99,10.86,-12.17,14.47,155.01,135.43,127.01
JBHT.OQ,Industrials,J B Hunt Transport Services Inc,9.06,-5.23,335889.00,174.82,174.91,218.78,194.28,186.72,179.15,154.65,13.10,14.17,15320.00,-6.24,2.75,0.53,-5.79,14.06,70.02,30.58,188.95,175.24,171.40
JBL.N,Information Technology,Jabil Inc,18.97,11.34,338764.00,169.19,168.97,168.97,141.69,133.26,124.83,97.55,234.46,75.86,9608.00,6.83,16.53,0.71,-16.77,62.69,-7.76,29.38,169.51,152.68,122.36
JCI.N,Industrials,Johnson Controls International PLC,8.87,-2.01,700958.00,82.24,82.10,86.60,73.65,69.65,65.64,52.69,77.32,57.82,5202.00,3.35,1.81,0.81,2.78,8.62,11.93,21.51,88.38,80.09,73.23
JKHY.OQ,Financials,Jack Henry & Associates Inc,3.31,-0.82,239207.00,173.53,173.54,186.12,175.59,172.34,169.08,158.55,25.66,10.54,15700.00,0.91,-1.81,-0.03,6.63,22.28,-10.71,13.59,189.78,173.94,171.46
JNJ.N,Health Care,Johnson & Johnson,-4.86,-3.92,3224577.00,144.53,145.27,167.38,157.71,154.72,151.73,142.06,2.26,3.26,14068.00,0.21,0.55,-0.67,4.30,NULL,15.69,17.61,171.47,144.95,153.73
JNPR.N,Information Technology,Juniper Networks Inc,0.10,0.70,848735.00,38.73,38.79,39.26,37.41,36.84,36.27,34.42,55.41,13.06,3431.00,0.31,4.16,-0.60,4.97,5.58,7.34,9.17,39.40,38.06,37.26
JPM.N,Financials,JPMorgan Chase & Co,28.23,1.80,2520091.00,262.57,262.84,263.03,228.54,217.88,207.22,172.73,157.79,55.63,16889.00,4.16,10.62,0.72,9.46,18.19,19.67,19.25,268.77,245.76,215.73
K.N,Consumer Staples,Kellanova,9.61,0.27,496105.00,81.63,81.64,81.78,70.76,67.36,63.96,52.94,67.91,55.61,5246.50,0.55,1.42,0.42,3.71,26.87,45.73,3.11,81.02,81.24,71.36
KDP.OQ,Consumer Staples,Keurig Dr Pepper Inc,-1.64,-0.73,3211399.00,31.55,31.50,38.01,34.52,33.45,32.37,28.88,12.89,10.05,2862.00,1.70,-2.70,-0.74,5.39,9.05,-14.36,17.47,37.43,31.56,33.94
KEY.N,Financials,KeyCorp,2.00,-0.87,3004761.00,17.34,17.30,19.97,17.44,16.67,15.89,13.36,93.73,31.96,1311.00,-4.63,1.23,0.68,-31.44,-2.20,25.17,29.02,19.89,17.35,16.22
KEYS.N,Information Technology,Keysight Technologies Inc,14.26,-0.73,378218.00,172.72,172.72,172.72,152.53,146.29,140.05,119.86,44.77,44.26,11973.00,4.46,5.82,0.71,-8.88,12.58,-26.11,23.91,181.93,164.33,150.80
KHC.OQ,Consumer Staples,Kraft Heinz Co,-3.06,-1.01,2808942.00,29.11,29.07,38.65,34.78,33.58,32.38,28.51,1.96,2.43,2838.00,1.18,-4.75,-0.72,0.59,2.81,-20.79,21.58,36.09,29.82,33.89
KIM.N,Real Estate,Kimco Realty Corp,2.21,-1.32,1347488.00,22.22,22.22,25.78,22.66,21.69,20.72,17.60,36.25,26.39,1758.00,0.86,-5.12,0.40,3.22,3.50,17.54,21.69,25.92,22.68,21.79
KKR.N,Financials,KKR & Co Inc,28.14,-2.62,1205352.00,161.17,161.51,162.87,133.73,124.73,115.72,86.58,275.60,94.54,8302.00,7.32,9.44,0.86,264.75,13.45,25.56,37.59,169.21,150.20,124.68
KLAC.OQ,Information Technology,KLA Corp,-70.83,22.69,384419.00,774.45,771.91,892.35,778.40,743.20,707.99,594.04,193.26,32.60,58213.00,7.77,22.65,-0.62,-6.51,90.58,14.92,27.48,789.57,683.99,732.14
KMB.N,Consumer Staples,Kimberly-Clark Corp,-4.58,-3.68,725619.00,126.38,126.12,148.35,136.87,133.32,129.77,118.29,15.08,7.15,11770.00,0.45,-3.96,-0.62,1.27,265.34,-10.48,15.38,146.46,128.51,136.77
KMI.N,Energy,Kinder Morgan Inc,5.15,0.66,4547275.00,30.87,30.78,31.22,25.62,23.90,22.17,16.57,92.01,86.83,1647.50,4.55,14.64,0.81,-20.14,NULL,28.44,22.33,29.56,28.42,22.61
KMX.N,Consumer Discretionary,Carmax Inc,4.96,-0.57,597798.00,78.40,78.27,87.20,79.56,77.21,74.85,67.21,40.55,18.84,6586.00,-2.50,-7.12,0.22,-10.61,7.52,-26.40,26.76,87.09,81.04,76.64
KO.N,Consumer Staples,Coca-Cola Co,-2.42,-0.71,5397804.00,61.84,61.78,73.01,67.30,65.54,63.77,58.06,17.95,6.63,5794.00,0.02,-1.23,-0.80,6.39,39.40,-4.50,13.14,72.47,61.99,65.11
KR.N,Consumer Staples,Kroger Co,4.49,0.20,1369606.00,58.80,58.76,63.30,56.16,53.96,51.76,44.62,39.54,32.10,4448.00,0.12,-5.00,0.75,1.20,22.77,-8.08,26.40,65.99,60.31,55.62
KVUE.N,Consumer Staples,Kenvue Inc,1.48,-1.22,4837179.00,20.74,20.75,24.26,21.75,20.98,20.21,17.70,17.23,17.40,1767.50,-0.48,-4.69,0.07,3.30,9.88,3.32,14.16,24.40,21.20,20.94
L.N,Financials,Loews Corp,5.07,-0.22,301762.00,84.64,84.48,87.05,81.31,79.54,77.76,72.02,70.08,18.24,7145.00,-0.38,1.55,0.60,12.09,10.52,-27.83,20.06,NULL,84.11,79.26
LDOS.N,Industrials,Leidos Holdings Inc,6.32,-9.95,534924.00,161.21,161.11,201.39,166.66,155.93,145.20,110.47,109.45,47.85,10897.00,3.77,11.26,0.12,7.24,NULL,1.93,24.68,184.64,149.34,152.97
LEN.N,Consumer Discretionary,Lennar Corp,-10.07,-16.66,1247850.00,135.39,136.13,186.13,162.89,155.72,148.54,125.30,118.26,9.54,12427.84,1.58,1.94,-0.48,3.53,14.44,33.20,29.29,162.29,132.02,158.75
LH.N,Health Care,Labcorp Holdings Inc,16.61,-2.26,130224.00,242.45,242.45,246.22,225.70,219.36,213.02,192.50,38.14,26.27,19201.00,2.17,6.05,0.51,2.51,5.43,12.82,16.17,264.01,233.20,218.85
LHX.N,Industrials,L3Harris Technologies Inc,0.65,-16.58,264838.00,220.11,220.06,264.22,239.82,232.28,224.74,200.34,36.45,9.91,20021.00,2.76,3.05,-0.03,13.81,6.42,-6.16,21.92,265.60,212.37,228.31
LII.N,Industrials,Lennox International Inc,68.66,-11.40,97491.00,663.48,663.31,678.43,579.70,549.21,518.71,419.98,256.10,60.68,41282.00,5.16,5.58,0.77,5.58,165.01,-60.24,24.96,625.59,626.29,569.03
LIN.OQ,Materials,Linde PLC,-10.17,-14.84,832080.00,444.03,442.60,486.45,453.67,443.54,433.41,400.63,67.49,11.68,39632.00,3.42,4.31,-0.51,-1.53,16.35,-12.12,15.48,499.15,423.80,448.82
LKQ.OQ,Consumer Discretionary,LKQ Corp,-2.97,-0.78,616241.00,38.98,39.02,53.41,46.76,44.71,42.65,36.00,8.39,9.70,3557.00,3.17,5.80,-0.55,8.38,11.78,0.59,21.60,51.04,37.13,40.89
LLY.N,Health Care,Eli Lilly and Co,-58.19,-9.01,884533.00,753.02,753.98,960.02,839.67,802.50,765.33,644.98,221.27,20.67,62481.00,0.97,-1.79,-0.81,19.56,65.75,24.82,31.78,981.82,771.86,839.06
LMT.N,Industrials,Lockheed Martin Corp,-6.27,-23.98,340647.00,499.41,499.34,614.61,539.58,516.40,493.22,418.19,40.91,20.61,41400.00,3.18,2.11,-0.54,2.41,81.04,-7.97,20.81,559.43,483.86,514.11
LNT.OQ,Utilities,Alliant Energy Corp,3.93,-1.29,525333.00,59.34,59.09,63.63,57.43,55.52,53.60,47.40,27.79,26.26,4680.00,1.06,0.24,0.26,-4.23,9.65,-0.64,19.53,61.98,58.79,56.15
LOW.N,Consumer Discretionary,Lowe's Companies Inc,14.57,-9.86,649411.00,258.42,258.00,284.05,256.47,247.95,239.42,211.84,50.34,23.10,20958.00,0.50,4.15,0.30,-11.01,NULL,-2.97,19.06,283.24,251.10,246.39
LRCX.OQ,Information Technology,Lam Research Corp,-10.11,0.52,5355984.00,83.59,83.25,112.73,96.43,91.39,86.35,70.05,164.33,20.88,6887.00,9.32,15.96,-0.28,-14.48,49.12,5.77,36.71,90.24,75.79,85.39
LULU.OQ,Consumer Discretionary,Lululemon Athletica Inc,48.39,23.40,458001.00,380.50,382.82,481.99,387.03,357.70,328.36,233.40,64.02,69.25,22619.00,1.64,0.90,0.68,18.60,46.21,-8.81,51.05,394.88,383.99,312.20
LUV.N,Industrials,Southwest Airlines Co,3.49,0.31,2992836.00,32.04,31.86,34.84,30.58,29.27,27.96,23.70,43.32,35.09,2358.50,-2.87,-4.27,0.76,9.56,-0.45,24.55,23.94,33.24,33.23,29.43
LVS.N,Consumer Discretionary,Las Vegas Sands Corp,4.15,-1.92,1483371.00,44.16,44.00,55.25,48.61,46.56,44.50,37.86,45.99,20.02,3666.00,-0.45,-15.79,0.66,152.36,37.70,5.92,30.65,59.30,48.63,46.40
LW.N,Consumer Staples,Lamb Weston Holdings Inc,-2.31,-8.91,600034.00,61.13,60.87,106.53,86.09,79.77,73.45,53.01,21.84,14.87,5299.00,3.13,-1.96,0.47,20.88,22.24,-22.45,74.95,67.46,62.70,73.92
LYB.N,Materials,LyondellBasell Industries NV,-13.53,-3.50,601123.00,77.23,77.08,105.86,93.11,89.17,85.23,72.48,6.76,6.74,7221.00,1.31,4.87,-0.72,-18.52,15.96,-23.52,19.53,88.96,74.58,91.62
LYV.N,Communication Services,Live Nation Entertainment Inc,25.83,-1.20,363104.00,138.50,138.54,140.54,120.24,113.98,107.71,87.41,112.03,59.85,8667.00,3.88,3.95,0.89,36.38,81.14,-19.41,19.31,147.06,132.16,107.52
MA.N,Financials,Mastercard Inc,41.94,-1.99,658221.00,527.69,527.18,536.15,495.45,482.88,470.30,429.60,86.03,22.93,42886.00,0.92,-0.16,0.83,12.87,179.23,-4.71,16.42,566.90,522.03,482.08
MAA.N,Real Estate,Mid-America Apartment Communities Inc,7.90,-4.41,259401.00,147.29,147.13,166.65,150.11,145.00,139.89,123.35,25.21,21.02,12157.00,-1.56,-4.09,-0.34,6.37,8.55,-4.81,20.99,164.50,151.55,148.05
MAR.OQ,Consumer Discretionary,Marriott International Inc,31.52,-4.58,462481.00,280.01,280.41,292.59,261.56,251.97,242.38,211.35,110.74,36.99,20469.00,1.58,-1.25,0.87,17.63,NULL,27.02,19.09,276.61,277.80,250.86
MAS.N,Industrials,Masco Corp,1.79,-2.81,375447.00,78.53,78.59,85.71,77.68,75.21,72.73,64.70,83.15,23.07,6386.00,1.95,5.65,-0.21,-8.21,NULL,-0.67,22.29,85.09,74.36,75.38
MCD.N,Consumer Discretionary,McDonald's Corp,12.18,-4.60,1105220.00,281.57,281.35,316.56,289.54,281.19,272.84,245.82,26.73,15.51,24358.00,-0.34,-3.87,-0.06,9.97,NULL,11.90,12.32,326.35,287.80,280.22
MCHP.OQ,Information Technology,Microchip Technology Inc,-17.61,-4.29,2377426.00,58.58,58.48,99.49,82.57,77.34,72.11,55.19,5.96,7.36,5447.00,2.60,5.35,-0.65,-9.53,11.80,-3.50,29.14,79.28,57.30,79.19
MCK.N,Health Care,Mckesson Corp,35.59,-13.98,168093.00,584.83,584.38,630.38,572.58,554.72,536.86,479.06,138.90,24.98,46758.00,0.16,0.80,0.60,11.65,NULL,-10.84,17.14,659.48,581.66,560.05
MCO.N,Financials,Moody's Corp,30.86,-7.25,128989.00,484.34,484.63,500.88,449.54,433.68,417.82,366.48,106.01,34.49,36035.00,2.82,3.92,0.07,8.19,56.88,10.39,23.26,509.59,472.77,449.16
MDLZ.OQ,Consumer Staples,Mondelez International Inc,-6.00,-3.24,3639652.00,56.49,56.31,76.87,68.96,66.52,64.08,56.17,2.70,0.61,5597.00,-0.58,-5.19,-0.69,14.35,13.53,5.89,21.11,73.96,58.41,67.64
MDT.N,Health Care,Medtronic PLC,-0.10,-1.38,1558858.00,87.94,87.84,92.27,86.38,84.56,82.73,76.84,26.52,15.62,7597.00,2.86,8.40,-0.49,3.64,8.58,30.81,21.61,94.56,82.70,84.18
MET.N,Financials,MetLife Inc,6.40,-0.34,1049214.00,85.92,85.76,88.25,79.50,76.80,74.10,65.35,74.59,32.59,6468.00,0.98,5.41,0.62,-2.93,12.60,2.86,25.10,96.78,83.04,76.99
META.OQ,Communication Services,Meta Platforms Inc,62.35,9.02,3876968.00,624.95,623.50,632.68,540.03,511.41,482.79,390.14,601.27,61.67,38566.00,1.03,6.54,0.69,15.69,36.98,-5.80,28.72,657.24,606.75,535.39
MGM.N,Consumer Discretionary,MGM Resorts International,-3.54,-2.00,1000052.00,32.98,32.81,47.78,41.70,39.83,37.95,31.87,20.76,3.40,3173.00,-0.58,-3.95,-0.21,23.21,25.10,-5.22,25.00,49.87,33.60,39.14
MHK.N,Consumer Discretionary,Mohawk Industries Inc,-3.07,-7.98,192484.00,130.50,130.62,162.70,140.06,133.07,126.08,103.44,70.61,35.62,9631.00,0.43,9.62,-0.57,-5.13,7.59,-14.09,27.03,149.94,121.87,132.92
MKC.N,Consumer Staples,McCormick & Company Inc,0.47,-1.86,684984.00,73.41,73.24,84.76,77.08,74.71,72.33,64.65,22.97,13.83,6434.00,2.03,-7.13,-0.53,4.91,15.14,3.04,22.99,86.89,74.85,76.25
MKTX.OQ,Financials,Marketaxess Holdings Inc,7.77,-18.49,159029.00,225.23,225.89,293.61,255.33,243.50,231.67,193.39,16.81,17.39,19243.00,3.70,-1.85,-0.14,4.96,21.63,-3.28,16.63,259.27,223.47,234.18
MLM.N,Materials,Martin Marietta Materials Inc,-0.15,-33.75,99768.00,549.78,549.68,621.53,576.05,562.01,547.96,502.48,85.67,12.01,49075.00,3.46,3.00,0.52,10.01,23.43,-17.44,19.70,643.77,525.69,559.58
MMC.N,Financials,Marsh & McLennan Companies Inc,2.36,-6.07,555615.00,217.56,217.34,233.24,217.10,212.12,207.13,190.99,50.58,14.92,18912.00,2.23,2.64,-0.32,9.73,32.10,13.56,15.87,231.03,212.80,216.51
MMM.N,Industrials,3M Co,13.13,2.12,1959669.00,149.37,149.12,149.12,121.30,112.71,104.11,76.29,108.36,97.10,7565.64,8.23,15.35,-0.08,-24.80,92.15,51.42,21.50,152.02,134.12,118.87
MNST.OQ,Consumer Staples,Monster Beverage Corp,1.05,-1.57,3694341.00,49.31,49.21,60.85,54.80,52.93,51.06,45.01,35.77,13.57,4333.00,-0.10,-4.85,0.56,13.14,23.52,82.14,17.43,55.30,51.14,51.66
MO.N,Consumer Staples,Altria Group Inc,4.49,-2.17,1665895.00,50.87,50.81,57.74,50.86,48.74,46.61,39.73,29.42,29.42,3926.00,-0.45,-5.63,0.44,-0.90,NULL,-18.62,15.85,55.47,52.02,49.70
MOH.N,Health Care,Molina Healthcare Inc,-24.08,-5.69,156216.00,301.53,302.67,419.53,364.32,347.27,330.21,275.00,20.23,10.97,27274.00,5.03,2.69,-0.68,6.56,26.45,2.88,30.36,357.82,292.92,322.69
MOS.N,Materials,Mosaic Co,-1.82,-0.46,1506717.00,28.01,27.80,33.31,29.70,28.59,27.48,23.87,16.46,17.95,2357.00,2.89,15.50,-0.17,-28.39,3.11,4.47,35.53,32.31,25.43,27.71
MPC.N,Energy,Marathon Petroleum Corp,-18.38,-5.87,897172.00,148.10,147.61,219.13,185.71,175.39,165.07,131.65,124.81,12.89,13076.00,-2.86,10.67,-0.58,-16.21,20.19,-27.50,28.34,168.59,142.54,166.79
MPWR.OQ,Information Technology,Monolithic Power Systems Inc,-153.71,4.89,540353.00,686.73,689.42,947.16,799.29,753.61,707.93,560.06,122.97,26.10,54674.00,14.44,16.22,-0.74,1.50,20.21,16.55,45.15,825.48,613.51,762.33
MRK.N,Health Care,Merck & Co Inc,-15.56,-0.69,3288899.00,95.77,95.68,132.96,118.72,114.32,109.92,95.68,30.16,1.25,9450.00,-4.41,-2.42,-0.83,1.40,28.33,15.97,19.59,126.41,99.19,115.44
MRNA.OQ,Health Care,Moderna Inc,-44.10,-1.56,4250718.00,38.80,38.50,166.61,115.86,100.19,84.51,33.76,14.04,20.50,3195.00,10.73,-2.26,-0.85,-64.45,-17.52,-5.99,84.73,69.28,39.35,85.00
MS.N,Financials,Morgan Stanley,21.25,-1.18,1544327.00,136.43,136.00,137.87,117.28,110.92,104.56,83.97,93.18,63.66,8310.00,4.17,10.17,0.82,11.39,NULL,45.32,30.25,135.31,128.25,108.18
MSCI.N,Financials,MSCI Inc,53.75,-2.51,126141.00,613.51,613.00,635.99,563.41,541.00,518.58,446.00,61.71,39.32,43998.00,2.00,1.36,0.61,12.47,NULL,14.73,21.81,668.25,601.13,549.88
